@W: CS141 :"/home/master/xuantie/wujian100_open/soc/common.v":28:28:28:36|Unrecognized synthesis directive infer_mux. Verify the correct directive name.
@W: CL247 :"/home/master/xuantie/wujian100_open/soc/dmac.v":4828:16:4828:23|Input port bit 0 of s_htrans[1:0] is unused
@W: CL246 :"/home/master/xuantie/wujian100_open/soc/dmac.v":4229:16:4229:22|Input port bits 31 to 10 of s_haddr[31:0] are unused. Assign logic for all port bits or change the input port size.
@W: CL247 :"/home/master/xuantie/wujian100_open/soc/dmac.v":4232:16:4232:23|Input port bit 0 of s_htrans[1:0] is unused
@W: CL246 :"/home/master/xuantie/wujian100_open/soc/dmac.v":12573:16:12573:22|Input port bits 31 to 10 of s_haddr[31:0] are unused. Assign logic for all port bits or change the input port size.
@W: CL247 :"/home/master/xuantie/wujian100_open/soc/dmac.v":12576:16:12576:23|Input port bit 0 of s_htrans[1:0] is unused
@W: CL246 :"/home/master/xuantie/wujian100_open/soc/dmac.v":11977:16:11977:22|Input port bits 31 to 10 of s_haddr[31:0] are unused. Assign logic for all port bits or change the input port size.
@W: CL247 :"/home/master/xuantie/wujian100_open/soc/dmac.v":11980:16:11980:23|Input port bit 0 of s_htrans[1:0] is unused
@W: CL246 :"/home/master/xuantie/wujian100_open/soc/dmac.v":11381:16:11381:22|Input port bits 31 to 10 of s_haddr[31:0] are unused. Assign logic for all port bits or change the input port size.
@W: CL247 :"/home/master/xuantie/wujian100_open/soc/dmac.v":11384:16:11384:23|Input port bit 0 of s_htrans[1:0] is unused
@W: CL246 :"/home/master/xuantie/wujian100_open/soc/dmac.v":10785:16:10785:22|Input port bits 31 to 10 of s_haddr[31:0] are unused. Assign logic for all port bits or change the input port size.
@W: CL247 :"/home/master/xuantie/wujian100_open/soc/dmac.v":10788:16:10788:23|Input port bit 0 of s_htrans[1:0] is unused
@W: CL246 :"/home/master/xuantie/wujian100_open/soc/dmac.v":10189:16:10189:22|Input port bits 31 to 10 of s_haddr[31:0] are unused. Assign logic for all port bits or change the input port size.
@W: CL247 :"/home/master/xuantie/wujian100_open/soc/dmac.v":10192:16:10192:23|Input port bit 0 of s_htrans[1:0] is unused
@W: CL246 :"/home/master/xuantie/wujian100_open/soc/dmac.v":9593:16:9593:22|Input port bits 31 to 10 of s_haddr[31:0] are unused. Assign logic for all port bits or change the input port size.
@W: CL247 :"/home/master/xuantie/wujian100_open/soc/dmac.v":9596:16:9596:23|Input port bit 0 of s_htrans[1:0] is unused
@W: CL246 :"/home/master/xuantie/wujian100_open/soc/dmac.v":8997:16:8997:22|Input port bits 31 to 10 of s_haddr[31:0] are unused. Assign logic for all port bits or change the input port size.
@W: CL247 :"/home/master/xuantie/wujian100_open/soc/dmac.v":9000:16:9000:23|Input port bit 0 of s_htrans[1:0] is unused
@W: CL246 :"/home/master/xuantie/wujian100_open/soc/dmac.v":8401:16:8401:22|Input port bits 31 to 10 of s_haddr[31:0] are unused. Assign logic for all port bits or change the input port size.
@W: CL247 :"/home/master/xuantie/wujian100_open/soc/dmac.v":8404:16:8404:23|Input port bit 0 of s_htrans[1:0] is unused
@W: CL246 :"/home/master/xuantie/wujian100_open/soc/dmac.v":7805:16:7805:22|Input port bits 31 to 10 of s_haddr[31:0] are unused. Assign logic for all port bits or change the input port size.
@W: CL247 :"/home/master/xuantie/wujian100_open/soc/dmac.v":7808:16:7808:23|Input port bit 0 of s_htrans[1:0] is unused
@W: CL246 :"/home/master/xuantie/wujian100_open/soc/dmac.v":3633:16:3633:22|Input port bits 31 to 10 of s_haddr[31:0] are unused. Assign logic for all port bits or change the input port size.
@W: CL247 :"/home/master/xuantie/wujian100_open/soc/dmac.v":3636:16:3636:23|Input port bit 0 of s_htrans[1:0] is unused
@W: CL246 :"/home/master/xuantie/wujian100_open/soc/dmac.v":16041:16:16041:22|Input port bits 31 to 10 of s_haddr[31:0] are unused. Assign logic for all port bits or change the input port size.
@W: CL247 :"/home/master/xuantie/wujian100_open/soc/dmac.v":16044:16:16044:23|Input port bit 0 of s_htrans[1:0] is unused
@W: CL246 :"/home/master/xuantie/wujian100_open/soc/dmac.v":16045:16:16045:23|Input port bits 31 to 1 of s_hwdata[31:0] are unused. Assign logic for all port bits or change the input port size.
@W: CL246 :"/home/master/xuantie/wujian100_open/soc/rtc.v":729:16:729:20|Input port bits 31 to 6 of paddr[31:0] are unused. Assign logic for all port bits or change the input port size.
@W: CL246 :"/home/master/xuantie/wujian100_open/soc/rtc.v":729:16:729:20|Input port bits 1 to 0 of paddr[31:0] are unused. Assign logic for all port bits or change the input port size.
@W: CL246 :"/home/master/xuantie/wujian100_open/soc/gpio0.v":37:16:37:20|Input port bits 31 to 7 of paddr[31:0] are unused. Assign logic for all port bits or change the input port size.
@W: CL246 :"/home/master/xuantie/wujian100_open/soc/gpio0.v":194:31:194:35|Input port bits 1 to 0 of paddr[6:0] are unused. Assign logic for all port bits or change the input port size.

